# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Mon May 18 07:03:00 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 7.68000 0.7724313140 2.4086859367    0.772 -0.540  3.6918  4.584    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 6.119 8.331 7.420 6.454 5.832 5.379 4.736 4.212 4.138
0.0152 0.01508 7.68000 0.8000000119 2.4187244405    0.800 -0.480  3.7035  4.587    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 5.969 7.943 7.155 6.239 5.659 5.230 4.627 4.139 4.069
0.0152 0.01508 7.68000 0.8353081346 2.4304747803    0.835 -0.417  3.7163  4.594    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.68e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.523e-02 5.814 7.549 6.888 6.022 5.484 5.078 4.517 4.066 4.002
0.0152 0.01508 7.68000 0.8500000238 2.4350346840    0.850 -0.394  3.7206  4.596    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.523e-02 5.755 7.414 6.794 5.946 5.420 5.022 4.475 4.035 3.973
0.0152 0.01508 7.68000 0.8647307754 2.4394282129    0.864 -0.374  3.7244  4.599    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.526e-02 5.706 7.299 6.716 5.881 5.367 4.974 4.439 4.010 3.949
0.0152 0.01508 7.68000 0.9000000358 2.4492786175    0.899 -0.319  3.7330  4.596    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.23e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 5.569 7.017 6.514 5.712 5.222 4.843 4.335 3.929 3.871
0.0152 0.01508 7.68000 0.9041665196 2.4503840573    0.904 -0.314  3.7339  4.596    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 5.555 6.988 6.493 5.695 5.207 4.830 4.325 3.921 3.863
0.0152 0.01508 7.68000 0.9425349236 2.4600378345    0.942 -0.249  3.7430  4.585    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.74e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.526e-02 5.393 6.673 6.264 5.503 5.041 4.679 4.201 3.819 3.766
0.0152 0.01508 7.68000 0.9500000477 2.4618122009    0.950 -0.233  3.7451  4.581    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 5.353 6.595 6.210 5.457 5.002 4.643 4.171 3.794 3.742
0.0152 0.01508 7.68000 1.0000000000 2.4729154477    1.000 -0.132  3.7578  4.553    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.92e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.394e-04 6.716e-03 -1.000 1.527e-02 5.100 6.132 5.872 5.172 4.752 4.413 3.975 3.627 3.581
